type,id,en_description,zh_description
Sentence,s193,Mathematical models have been constructed to extrapolate the results of screening trials to screening programs for the general population in community health care delivery settings,​一些研究构建了数学模型，将筛查试验的结果推广至社区医疗站普通人群的筛查项目
Sentence,s194,"Advanced neoplasia was defined as a lesion measuring at least 10 mm in diameter, containing 25% or more villous histology, high-grade dysplasia, or invasive cancer",高级别瘤变定义为直径至少10mm、含有25%或更多绒毛状成分、高级别不典型增生或侵袭性癌
Sentence,s195,"Because the centers conducting the screening were primarily academic centers and the radiologists and endoscopists were carefully trained, the generalizability of the findings is not clear",因进行筛查的中心主要为学术中心，故放射科医师与内镜医师均接受过详细培训，故这一结果是否具有普适性仍不明确
Sentence,s196,"Sigmoidoscopy can be an uncomfortable or painful procedure. Women may have more pain during the procedure, which may discourage them from returning for future screening sigmoidoscopies",乙状结肠镜检查会造成患者不适甚至疼痛，在检查过程中女性的疼痛感更甚，导致部分患者不再返回中心接受后续乙状结肠镜筛查
Sentence,s197,"As part of the National Polyp Study, colonoscopic examination and barium enema were compared in paired surveillance examinations in those who had undergone a prior colonoscopic polypectomy",​美国全国息肉研究项目对比了对结肠镜息肉切除术后患者接受结肠镜或钡灌肠的筛查效果，该对比研究以配对监测形式进行
Sentence,s198,"Colonoscopy in the previous 10 years was associated with an OR for any CRC of 0.23, for right-sided CRC of 0.44, and for left-sided CRC of 0.16",过去10年内结肠镜检查导致任何CRC的OR为0.23，右半结肠CRC为0.44，左半结肠CRC为0.16
Sentence,s199,"However, a recent case-control study of colonoscopy raises questions about whether the impact of colonoscopy on right-sided lesions might be different than the impact on left-sided lesions",但最新一项结肠镜病例对照研究提出质疑，认为结肠镜对右半结肠的影响可能与左半结肠不同
Sentence,s200,"Of those persons with positive test results, approximately 2% to 10% have cancer and approximately 20% to 30% have adenomas, depending on how the test is done",结果为阳性的被检查者中，发现约2%-10%有癌症，约20%-30%有腺瘤，该比例与检测方法相关
Sentence,s201,"Sixty-nine percent of 681 asymptomatic patients in Minnesota had extracolonic findings, of which 10% were considered to be highly important by the investigators, requiring further medical workup",明尼苏达州一项研究纳入681例无症状患者，其中69%患者有结肠外异常，其中10%被研究者评估为有重要意义，需进一步检查
Sentence,s202,The question is of great importance for implementation because the laxative prep required by both conventional colonoscopy and virtual colonoscopy is considered a great disadvantage by patients,这一课题非常重要，因为传统结肠镜和虚拟结肠镜均要求行肠道准备，但患者对肠道准备接受度较低
Sentence,s203,"Of the 2,180 participants with a positive test, 1,890 (86.7%) underwent a complete diagnostic evaluation with 104 cancers and 305 adenomas of at least 10 mm detected","检查结果为阳性的2,180例参与者中，1,890例（86.7%）进行了全面诊断评估，共发现104例癌症患者和305例直径大于等于10mm的腺瘤患者"
Sentence,s204,"In a study of 1,994 adults (aged 50 years or older) who underwent colonoscopic screening as part of a program sponsored by an employer, 5.6% had advanced neoplasms","一项研究对1,994例成年参与者（年龄大于等于50岁）进行雇主赞助的结肠镜筛查，其中5.6%有高级别瘤变"
Sentence,s205,"On this basis, the approach looks promising but would be improved, if possible, by increased sensitivity (perhaps by increasing the number of DNA markers) and by reduced cost",根据这一结果，DNA检测法似乎前景远大，但仍需改善其敏感性（一种方式是通过增加DNA标志物实现）并降低费用
Sentence,s206,"Cumulative incidence of CRC was similar in both arms, and the trial reported a RR reduction of 15% in CRC mortality (odds ratio [OR], 0.85; 95% CI, 0.74–0.98)",两组的CRC累积发病率相似，该试验报告CRC死亡率相对风险降低15%（比值比[OR]，0.85；95% CI，0.74–0.98）
Sentence,s207,Age-specific incidence and mortality rates show that the vast majority of cases are diagnosed after age 50 years; about 4% of CRCs occur younger than age 50 years,不同年龄组的发病率和死亡率显示绝大多数患者诊断时年龄大于50岁，约4% CRC发生于年龄低于50岁的人群
Sentence,s208,Sensitivities for the detection of all neoplasms ranged from 6.2% (specificity 98%) to 83.3% (specificity 98.4%) for gFOBTs and 5.4% (specificity 98.5%) to 62.6% (specificity 94.3%) for iFOBT,gFOBT对所有肿瘤的敏感性从6.2%（特异性98%）到83.3%（特异性98.4%），iFOBT对所有肿瘤的敏感性从5.4%（特异性98.5%）到62.6%（特异性94.3%）
Sentence,s209,Calculations were based on the most severe pathologic finding from colonoscopy and the highest fecal-hemoglobin concentration measured by iFOBT applied to three stool samples collected prior to the colonoscopy,敏感性与特异性的计算是根据结肠镜上的最重度病理发现和结肠镜前3次标本iFOBT测得的便血红蛋白最高浓度
Sentence,s210,"Two case-control studies have been reported that evaluate the efficacy of screening sigmoidoscopy in preventing CRC mortality; one study used rigid sigmoidoscopy, and the other used rigid and FS",​两项病例对照研究评估了乙状结肠镜筛查预防CRC死亡的有效性；一项研究使用了硬式乙状结肠镜，另一项研究使用硬式乙状结肠镜与软式乙状结肠镜
Sentence,s211,"Using a province-wide administrative data base in Ontario, investigators compared cases of persons who had received a diagnosis of CRC from 1996 to 2001 and had died by 2003",研究者使用安大略省的省级管理数据库，评估了1996-2001年之间诊断CRC且2003年之前死亡患者的死因
Sentence,s212,"While this study does not assess CRC mortality, the results suggest that the magnitude of the right side versus the left side difference may be smaller than previously found",虽然该研究并未评估CRC死亡率，但结果表明结肠镜对右半结肠和左半结肠的作用差异小于此前研究报道的数值
Sentence,s213,Virtual colonoscopy (also known as CT colonography or CT pneumocolon) refers to the examination of computer-generated images of the colon constructed from data obtained from an abdominal CT examination,​虚拟结肠镜（也称为CT结肠成像或CT结肠充气造影）指根据腹部CT采集到的数据产生计算机生成的结肠成像
Sentence,s214,"Stool samples were analyzed using the Magstream 1,000/Hem SP automated system (from Fujirebio Incorporated, Tokyo, Japan), which is based on the HemeSelect system (from Beckman Coulter, Palo Alto, California)","便标本分析使用Magstream 1,000/Hem SP自动系统（日本东京Fujirebio Incorporated），该系统基于HemeSelect系统（加利福尼亚州帕洛阿尔托市Beckman Coulter）"
Sentence,s215,"Participants were aged 50 to 59 years in the Telemark trial, aged 55 to 74 years in PLCO, and aged 55 to 64 years in the other three trials",Telemark试验的参与者年龄为50-59岁，PLCO试验参与者为55-74岁，其他3项试验的参与者年龄为55-64岁
Sentence,s216,"At a cut-point of 100 ng/mL, sensitivity and specificity were, respectively, 88.2% and 89.7% for cancer and 61.5% and 91.4% for any clinically significant neoplasia (cancer and advanced polyps)",阈值为100 ng/mL时，检测癌症的敏感性与特异性分别为88.2%与89.7%，检测有临床意义的肿瘤（癌症与高级别息肉）的敏感性与特异性分别为61.5%与91.4%
Sentence,s217,"The NORCCAP once-only screening study randomly assigned 20,780 men and women, aged 50 to 64 years, to FS only or a combination of FS and FOBT with FlexSure OBT","​NORCCAP单次筛查研究将20,780例50-64岁男性与女性参与者分为三组，一组仅接受软式乙状结肠镜检查，一组接受软式乙状结肠镜加FlexSure OBT（一种免疫化学法便潜血检查）"
Sentence,s218,"Overall, the details of growth rates of adenomas and cancer are unknown; most likely there is a broad spectrum of growth patterns, including formation and spontaneous regression of adenomas",总体上看，腺瘤的生长速度和癌症之间的相关性不明确，很可能存在一个广谱生长模式，包括腺瘤的形成和自发退化
Sentence,s219,"The authors focused, however, on RR (i.e., RR of missing an advanced neoplasm) as the outcome, instead of absolute risk of such neoplasms, which is substantially lower in women",文章的主要结局为RR（即漏诊高级别瘤变的相对风险），而未以此类肿瘤的绝对风险作为主要结局，因女性的结直肠癌绝对风险显著低于男性
Sentence,s220,"The NCI Web site provides online access to information on cancer, clinical trials, and other Web sites and organizations that offer support and resources for cancer patients and their families",​NCI网站提供癌症、临床试验的在线信息，及其他为癌症患者及其家人提供支持和资源网站或机构的联系方式
Sentence,s221,"This potential, along with the challenges of detecting flat lesions, may partially account for recent reports of a colonoscopy's lesser protective effect in the right colon compared to the left",恶变可能加上检测扁平状病变的难度均可能导致了近年来报道的结肠镜对右半结肠的保护作用不如左半结肠
Sentence,s222,"For more information, U.S. residents may call the National Cancer Institute's (NCI's) Cancer Information Service toll-free at 1-800-4-CANCER (1-800-422-6237) Monday through Friday from 8:00 a.m. to 8:00 p.m., Eastern Time",​如您需了解更多信息，美国居民可致电美国国家癌症研究所（NCI）癌症信息免费服务热线1-800-4-CANCER（1-800-422-6237），周一-周五，东部时间上午8:00-下午8:00
Sentence,s223,"In another study, 21,805 asymptomatic patients received iFOBT based on one stool sample collected by patients following the kit instructions on the day of or the day before the colonoscopy","​另一项研究中，21,805例无症状患者在结肠镜前一天或当天接受一次便标本iFOBT检测，采集和分析过程依据试剂盒说明"
Sentence,s224,"However, the histologic and molecular characteristics of some serrated lesions suggest possibly important malignant potential (mutations in the BRAF gene may be an early step toward carcinogenesis in serrated polyps)",但一些锯齿状病变的组织学与分子学特征提示存在重要的恶变可能（BRAF基因突变可能是锯齿状息肉癌变的早期过程）
Sentence,s225,One study found that reducing the cut-point from the standard 100 ng/mL to 50 ng/mL increased the detection of advanced adenomas but had little impact on the detection of cancer,一项研究发现将阈值从100 ng/mL降低到50 ng/mL会增加高级别腺瘤的检出率，但几乎不影响癌症检出率
Sentence,s226,"Among the groups that have a high incidence of CRC are those with hereditary conditions, such as familial adenomatous polyposis and hereditary nonpolyposis CRC (inherited in an autosomal dominant manner)",CRC发病率较高的人群为有遗传性疾病的人群，例如家族性腺瘤性息肉病及遗传性非息肉性CRC（常染色体显性遗传）
Sentence,s227,"Based on case-control data about sigmoidoscopy, noted above, it has been speculated in the past that protection for the right colon might be similar to that found for the left colon",根据上文乙状结肠镜病例对照数据，发现既往对右半结肠的保护作用可能与左半结肠相似
Sentence,s228,A combination of FOBT and sigmoidoscopy might increase the detection of lesions in the left colon (compared with sigmoidoscopy alone) while also increasing the detection of lesions in the right colon,​FOBT联合乙状结肠镜检查可能增加左半结肠病变检出率（与单行乙状结肠镜相比），同时也增加右半结肠检出率
Sentence,s229,"Until there are more reliable results from RCTs, it may be prudent to expect an approximately 60% to 70% CRC mortality reduction, based on consideration of these studies and other data",如无更多可靠的RCT结果，可根据这些研究及其他数据谨慎估计得CRC死亡率降低约60%-70%
Sentence,s230,Long-term utilization of CTC will depend on several issues including the frequency of follow-up exams that would be needed to detect smaller lesions that were undetected and may grow over time,长期CTC使用情况需考虑几个问题，包括对初始未检出、但可能随着时间逐渐生长的较小病变的随访检查频率
Sentence,s231,"From the trials with nonrehydrated slides (Funen and Nottingham), the PPV was 5.0% to 18.7%, while the PPV in the trials using rehydrated slides (Goteborg and Minnesota) was 0.9% to 6.1%",使用非再水化涂片法的试验（菲英岛与诺丁汉试验）发现PPV为5.0%-18.7%，而使用再水化涂片的试验（哥德堡与明尼苏达试验）PPV为0.9%-6.1%
Sentence,s232,"The RR of CRC death in the gFOBT arm was 0.87 (95% CI, 0.8–0.95), and the RR of non-CRC death in the gFOBT group was 1.02 (95% CI, 1.00–1.04; P = .015)",gFOBT组CRC死亡相对风险为0.87（95%CI，0.8-0.95），gFOBT组非CRC死亡相对风险为1.02（95%CI，1.00-1.04；P=0.015）
Sentence,s233,Some part of the reduction may have been attributed to chance detection of cancer by colonoscopies; rehydration of guaiac test slides greatly increased positivity and consequently increased the number of colonoscopies performed,死亡率降低部分归因于偶因结肠镜检出癌症，愈创木脂检测涂片再水化显著提高了阳性率，并增加了行结肠镜的次数
Sentence,s234,"There was no reduction in all-cause mortality in either screened arm (RR, 1.00; 95% CI, 0.99–1.01 for the annually screened arm; and RR, 0.99; 95% CI, 0.98–1.01 for the biennially screened arm)",但这两组的全因死亡率均未降低（每年筛查一次组RR，1.00；95% CI，0.99–1.01；每2年筛查一次组RR，0.99；95% CI，0.98–1.01）
Sentence,s235,"The larger study found that 8.6% of patients had an extracolonic finding of at least moderate importance, while 24% of patients in the smaller study required some evaluation for an extracolonic finding",该大型研究发现有结肠外异常的患者中8.6%的异常具有至少中等重要性，小型研究发现有结肠外异常的患者中24%患者需要进一步评估
Sentence,s236,"The English trial allocated approximately 76,000 individuals to each arm. Those in the screened arm were offered nonrehydrated gFOBT testing every 2 years for three to six rounds from 1985 to 1995","​英国试验共对76,000例参与者分组，对筛查组患者进行非再水化gFOBT检测，每2年一次，从1985-1995年共3-6次"
Sentence,s237,"Patients must take laxatives to clean the colon before the procedure, and the colon is insufflated with air (sometimes carbon dioxide) by insertion of a rectal tube just prior to radiographic examination",患者在检查前必须进行肠道准备，检查前插入直肠管，对结肠进行空气充气（有时也用二氧化碳）
Sentence,s238,"Clinically significant complications requiring medical intervention were rare (0.1%) consisting of five perforations, 13 episodes of bleeding, 22 cardiovascular events, and 11 other events over the entire population of 50,148 screened persons","在全部50,148例被筛查者中，需干预的有临床意义的并发症十分罕见（0.1%），包括5例穿孔、13例出血、22例心血管事件和11例其他事件"
Sentence,s239,"In a population-based study from Germany, data were obtained from administrative records and medical records; 1,688 case patients (with CRC) were compared with 1,932 participants (without CRC), aged 50 years or older","一项德国人群研究从管理记录与病历记录中收集数据，对大于等于50岁的1,688例患者（有CRC）和1,932例参与者（无CRC）进行比较"
Sentence,s240,"This PDQ cancer information summary for health professionals provides comprehensive, peer-reviewed, evidence-based information about colorectal cancer screening. It is intended as a resource to inform and assist clinicians who care for cancer patients",​本PDQ癌症信息总结为医疗专业人士提供综合性、经同行审核的结直肠癌筛查相关循证信息，旨在教育并帮助为癌症患者提供医疗服务的临床医师
Sentence,s241,"Fecal occult blood levels were measured by two automated iFOBT tests according to the manufacturer’s instructions (RIDASCREEN Haemoglobin and RIDASCREEN Haemo-/Haptoglobin Complex, r-biopharm, Bensheim, Germany) following clinical procedures and blinded to colonoscopy results",在中心实验室，检查中心送来的冷冻便标本经过平均4天的解冻后，根据生产商的说明，进行2次全自动iFOBT检测便潜血水平（RIDASCREEN Haemoglobin与RIDASCREEN Haemo-/Haptoglobin Complex，r-biopharm，Bensheim，Germany），行结肠镜时并不知晓便潜血结果
Sentence,s242,"Stool DNA testing was recently assessed in a prospective study of asymptomatic persons who received colonoscopy, three-card FOBT (Hemoccult II), and stool DNA testing based on a panel of markers assessing 21 mutations",最近一项前瞻性研究纳入了无症状患者，评估了结肠镜、三卡FOBT（Hemoccult II）与21种突变标志物的粪便DNA检测的作用
Sentence,s243,"A study of 21,794 asymptomatic persons (72% were men) who had both colonoscopy and fecal immunochemical testing (FIT) for occult blood compared the detection of right-sided cancers as triggered by different test results","一项研究对21,794例无症状参与者（男性比例72%），这些参与者均曾行结肠镜和免疫化学法便潜血检查（FIT），该研究比较了不同方法检出右半结肠癌的有效性"
Sentence,s244,"Based on solid evidence, screening for colorectal cancer (CRC) reduces CRC mortality, but there is little evidence that it reduces all-cause mortality, possibly because of an observed increase in other causes of death",可靠证据显示结直肠癌（CRC）的筛查降低CRC死亡率，但鲜有证据证明筛查降低全因死亡率，可能是其他原因死亡率增加所致
Sentence,s245,"Unknowns from the study include the following for either OC or CTC: the number of detected polyps that would have progressed to invasive cancer, and the number of people harmed by the screening process",该研究中无论OC或CTC未阐述清楚的问题包括：可能会进展为浸润性肿瘤的息肉数据，以及因筛查给检查者带来伤害的数据
Sentence,s246,"In another study, 59% of 111 symptomatic patients referred for clinical colonoscopy in a Swedish hospital between June 1998 and September 1999 were found to have moderate or major extracolonic conditions on CT colonography",另一项研究中，在1998年6月到1999年9月之间共111例有症状的患者到一家瑞典医院进行结肠镜检查，其中59%的患者的CT结肠成像显示出轻度或重度结肠外异常
Sentence,s247,"By tagging feces with iodinated contrast material ingested during several days prior to the procedure, investigators in one study were able to detect lesions larger than 8 mm with 95% sensitivity and 92% specificity",操作前几天，服用含碘对比剂，消化后标记粪便，通过这种方式研究者可检出直径大于8mm的病变，敏感性为95%，特异性为92%
Sentence,s248,"Of 109 people with at least one adenoma or cancer greater than or equal to 10 mm, 98 (90%) were detected by CTC (referring everyone with a CTC lesion of 5 mm or greater)",在109例至少有1枚直径大于等于10mm的腺瘤或癌症患者中，98例（90%）是经CTC发现（这些参与者的CTC病变均显示为大于等于5mm）
Sentence,s249,"Detection rates among gastroenterologists (mean number of lesions per patient screened, 0.10–1.05; range of the percentage of patients with adenomas, 9.4%–23.7%) and the times to withdraw (3.1–16.8 minutes for procedures not including polyp removal)",消化科医师筛查的每例患者病变平均数为0.10-1.05个，有腺瘤的患者比例在9.4%-23.7%，撤结肠镜时间为3.1-16.8分钟（不包括切除息肉）
Sentence,s250,Changes to the summaries are made through a consensus process in which Board members evaluate the strength of the evidence in the published articles and determine how the article should be included in the summary,​编委会评价已发表文章的证据强度、决定是否应纳入本总结并达成共识之后对总结进行更新
Sentence,s251,"There are no data on the effect of other screening interventions (i.e., fecal occult blood test combined with sigmoidoscopy, barium enema, colonoscopy, computed tomographic colonography, and stool DNA mutation tests) on mortality from colorectal cancer",尚无其他筛查方式（例如，便潜血检查联合乙状结肠镜、钡灌肠、结肠镜、CT结肠成像和便DNA突变检测）对结直肠癌所致死亡率的作用相关数据
Sentence,s252,"From 2006 to 2010, CRC incidence declined by 3.7% per year among adults aged 50 years and older. However, in adults younger than 50 years, CRC incidence rates have been increasing by 1.8% per year",2006-2010年，50岁以上成年人中CRC发病率每年降低3.7%，但年龄低于50岁的成年人中CRC发病率每年增加1.8%
Sentence,s253,"These are the Norwegian Colorectal Cancer Prevention (NORCCAP) trial; the Telemark trial in Norway; the United Kingdom trial; the SCORE trial in Italy; and the U.S. Prostate, Lung, Colorectal, and Ovarian (PLCO) Cancer Screening Trial",这些试验包括挪威结直肠癌预防试验（NORCCAP），挪威Telemark试验，英国试验，意大利SCORE试验和美国前列腺癌、肺癌、结直肠癌与卵巢癌（PLCO）筛查试验
Sentence,s254,Some of the reference citations in this summary are accompanied by a level-of-evidence designation. These designations are intended to help readers assess the strength of the evidence supporting the use of specific interventions or approaches,​本总结所引用的一些参考文献有证据等级评估，旨在帮助读者评估使用某种干预或方法的证据强度
Sentence,s255,"The Danish trial in Funen, Denmark, entered approximately 31,000 individuals into two arms, in which individuals in the screened arm were offered nonrehydrated gFOBT testing every 2 years for nine rounds over a 17-year period","​在丹麦菲英岛开展的试验共招募31,000例参与者分为2组，筛查组的参与者每2年接受一次非再水化gFOBT筛查，17年共筛查9次"
Sentence,s256,"At the same time, the existence of very flat or depressed lesions (depressed lesions are very uncommon but are highly likely to contain cancer) means that endoscopists will want to pay increasing attention to this problem",同时，极扁平或凹陷病变（凹陷病变极为罕见，但很可能有癌成分）的出现使得内镜医师将越来越重视扁平状病变
Sentence,s257,"The Minnesota trial randomly assigned 46,551 men and women aged 50 to 80 years to one of three arms: colorectal cancer screening with guaiac-based, rehydrated FOBT every year (15,570), every 2 years (15,587), or control (15,394)","明尼苏达州试验将46,551例50-80岁男性与女性分为3组：愈创木脂再水化便潜血法筛查结直肠癌每年一次组（15,570）、每2年一次组（15,587）及对照组（15,394）"
Sentence,s258,"Suspected abnormalities involved kidney (34), chest (22), liver (8), ovary (6), renal or splenic arteries (4), retroperitoneum (3), and pancreas (1); however, the extent to which these findings will contribute to benefits or harms is uncertain",可疑的异常包括肾脏（34）、胸腔（22）、肝脏（8）、卵巢（6）、直肠或脾动脉（4）、腹膜后（3）与胰腺（1），但这些异常发现对患者有益还是有害的程度尚不确定
Sentence,s259,"The Swedish trial in Goteborg enrolled all 68,308 citizens in the city born between 1918 and 1931 who were aged 60 to 64 years and randomly assigned them to screening and control groups of nearly equal size","在瑞典哥德堡市进行的试验招募了全城1918-1931年期间出生的60-64岁市民共68,308人，将这些市民随机分入筛查组与对照组，两组人数相等"
Sentence,s260,"This trial demonstrated an 18% reduction in CRC mortality at 10 years of follow-up, 15% at 13 years of follow-up (RR, 0.85; 95% CI, 0.73–1.00), and 11% at 17 years of follow-up (RR, 0.89; 95% CI, 0.78–1.01)",该试验发现随访10年后CRC死亡率降低18%，随访13年CRC死亡率降低15%（RR，0.85；95%CI，0.73-1.00），随访17年CRC死亡率降低11%（RR，0.89；95%CI，0.78-1.01）
Sentence,s261,"This study suggests that virtual colonoscopy might be an acceptable screening or surveillance test for persons with a high risk of CRC, but this cross-sectional study does not address outcome or frequency of testing in high-risk persons",该研究提出虚拟结肠镜作为CRC高危人群的筛查或监测方法是合理的，但该横断面研究未提供高危人群的结局或检查频率数据
Sentence,s262,"With follow-up through 30 years, there was a sustained reduction in CRC mortality of 32% in the annually screened arm (RR, 0.68; 95% CI, 0.56–0.82) and 22% in the biennially screened arm (RR, 0.78; 95% CI, 0.65–0.93)",随访30年发现每年筛查一次组的CRC死亡率持续降低（RR，0.68；95% CI，0.56–0.82），每2年筛查一次组的CRC死亡率亦持续降低（RR，0.78；95% CI，0.65–0.93）
Sentence,s263,"Potential false-positive test results due to an increased risk of upper GI bleeding are of concern with FOBT testing and pretest protocols, therefore; low-dose aspirin regimens should be discontinued for a week or more prior to FOBT",FOBT检测与预试验方案存在上消化道出血导致假阳性结果的风险，故进行FOBT检测前低剂量阿司匹林需至少停药1周
Sentence,s264,"Important information that was not reported includes the treatment of CRC cases by stage and by arm and the extent of CRC screening in each arm by FOBT, sigmoidoscopy, or colonoscopy after the completion of the trial protocol",未报道的重要信息包括按不同分期治疗CRC患者，以及每组除试验方案之外使用FOBT、乙状结肠镜或结肠镜进行CRC筛查的强度
Sentence,s265,"Data from the Danish trial indicate that while the cumulative incidence of CRC was similar in the screened and control groups, a higher percentage of CRCs and adenomas were Dukes A and B lesions in the screened group",丹麦试验数据表明，尽管筛查组与对照组的CRC累积发病率很相似，但筛查组DukesA期与B期CRC与腺瘤比例更高
Sentence,s266,"In total, there were 721 CRCs (152 Dukes D, 184 Dukes C) in the screening group and 754 CRCs (161 Dukes D, 221 Dukes C) in the control group, with an incidence ratio of 0.96 (95% CI, 0.86–1.06)",筛查组共有721例CRC（152例Dukes D期，184例Dukes C期），对照组754例CRC（161例Dukes D期，221例Dukes C期），发病比为0.96（95%CI，0.86-1.06）
Sentence,s267,"However, because the definition of flat or nonpolypoid was height less than one-half of the diameter, it is likely that many lesions classified as nonpolypoid in this study would be routinely found and described by U.S. endoscopists as sessile",因为扁平状或非息肉样病变定义为高度小于直径的一半，很可能该研究中很多非息肉样病变正常情况下会被美国内镜医师描述为无蒂病变
Sentence,s268,Both studies were conducted in prepaid health plans and suggested a significantly decreased risk (70%–90%) of fatal cancer of the distal colon or rectum among individuals with a history of one or more sigmoidoscopic examinations compared with nonscreened patients,两项研究的检查均纳入预付医疗保险，结果发现相较于未行筛查的参与者，至少进行一次乙状结肠镜筛查的参与者远端结肠或直肠致死性癌症风险显著降低（70%-90%）
Sentence,s269,The prevalence of advanced proximal neoplasia is increased in patients with a villous or tubulovillous adenoma distally and is also increased in those aged 65 years or older with a positive family history of CRC and with multiple distal adenomas,有绒毛状或绒毛管状腺瘤的患者或年龄大于等于65岁且有CRC家族史或多发远端腺瘤家族史的患者中近端高级别瘤变的患病率增加
Sentence,s270,"For these iFOBTs, sensitivity for advanced neoplasms was notably higher with the use of low-dose aspirin while specificity was only slightly reduced, suggesting that there might be an advantage to aspirin use to increase sensitivity without much decrease in specificity",这些iFOBT检测法对高级别上皮内瘤变的敏感性与阿司匹林用药情况相关，对低剂量阿司匹林用药者的敏感性显著高于非用药者，而伴随着特异性略微降低，提示阿司匹林用药可增加敏感性，同时并不显著降低特异性
Sentence,s271,"Specificities were 85.7% (95% CI, 80.2–90.1%) for users compared with 89.2% (95% CI, 87.6%–90.7%) for nonusers and 85.7% (95% CI, 80.2%–90.1%) for users compared with 91.1% (95% CI, 89.5%–92.4%) for nonusers ( P = .13 and P = .01, respectively)",一种检测对阿司匹林用药者和非阿司匹林用药者的特异性分别为85.7%（95%CI，80.2-90.1%）与89.2%（95%CI，87.6%-90.7%），另一种检测对这两类人群的特异性分别为85.7%（95%CI，80.2%-90.1%）与91.1%（95%CI，89.5%-92.4%）（分别有P=0.13，P=0.01）
Sentence,s272,"More common conditions associated with an increased risk include a personal history of CRC or adenomas; first-degree relative with CRC; a personal history of ovarian, endometrial, or breast cancer; and a personal history of long-standing chronic ulcerative colitis or Crohn colitis",增加患病风险的更常见疾病包括CRC或腺瘤病史、一级亲属患CRC、卵巢癌、子宫内膜癌或乳腺癌病史、长期慢性溃疡性结肠炎或克罗恩病史
Sentence,s273,"Subsequent analyses by the Minnesota investigators using mathematical modeling suggested that for 75% to 84% of the patients, mortality reduction was achieved because of sensitive detection of CRCs by the test; chance detection played a modest role (16%–25% of the reduction)",明尼苏达州研究者使用数学模型进行的后续分析发现对于75%-84%的患者，死亡率降低的原因是该筛查法对检出CRC较为敏感，而偶因结肠镜检出癌症只起小部分作用（占降低比例的16%-25%）
Sentence,s274,"Patients with large adenomas (≥10.0 mm) or small adenomas (&lt;10.0 mm) in the distal colon were more likely to have advanced proximal neoplasia than were patients with no distal adenomas (OR, 3.4; 90% CI, 1.8–6.5 and OR, 2.6; 90% CI, 1.7–4.1, respectively)",远端结肠有较大腺瘤（直径≥10.0mm）或小腺瘤（<10.0mm）的参与者的高级别近端肿瘤发病率大于无远端腺瘤参与者（分别有OR，2.4；90%CI，1.8-6.5；OR，2.6；90%CI，1.7-4.1）
Sentence,s275,"When the median follow-up was extended to 19.5 years, there was a 9% reduction in CRC mortality (RR, 0.91; 95% CI, 0.84–0.98) but no reduction in CRC incidence (RR, 0.97; 95% CI, 0.91–1.03), or death from all causes (RR, 1.00; 95% CI, 0.99–1.02)",随访时间中位数延长至19.5年，CRC死亡率降低9%（RR，0.91；95%CI，0.84-0.98），但CRC发病率（RR，0.97；95%CI，0.91-1.03）或全因死亡率并没有降低（RR，1.00；95%CI，0.99-1.02）
Sentence,s276,"In effect, measures that reduce the incidence and prevalence of adenomas may result in a subsequent decrease in the risk of CRCs; however, some CRC mortality may be caused by fast-growing lesions and even lesions that do not pass through an adenomatous phase",降低腺瘤发病率与患病率可能会显著降低CRC风险。但一些CRC患者的死亡可能是病变生长过快所致，这些病变很可能并未经过腺瘤阶段
Sentence,s277,"Fifteen percent of patients in an Australian series of 100 patients, referred for colonography because of symptoms or family history, were found to have extracolonic findings, and 11% of the patients needed further medical workups for renal, splenic, uterine, liver, and gallbladder abnormalities",一项澳大利亚病例分析研究共纳入100例患者，这些患者因出现症状或有家族史而接受结肠成像检查，发现其中11%的患者需进行肾脏、脾脏、子宫、肝脏和胆囊异常检查
Sentence,s278,"There was an overall 28% relative reduction in CRC mortality (RR, 0.72; 95% CI, 0.65–0.80), an 18% relative reduction in CRC incidence (RR, 0.82; 95% CI, 0.73–0.91), and a 33% relative reduction in the incidence of left-sided CRC (RR, 0.67; 95% CI, 0.59–0.76)",CRC死亡率相对降低28%（RR，0.72；95%CI，0.65-0.80），CRC发病率相对降低18%（RR，0.82；95%CI，0.73-0.91），左半CRC发病率相对降低33%（RR，0.67；95%CI，0.59-0.76）
Sentence,s279,"In other words, it is impossible to determine the reason for the dramatically different results on the right side compared to the left side, which are either the result of physician-related and patient-related factors or are the result of the biology of cancer",换言之，无法判断右半结肠与左半结肠的检出率具有如此戏剧性差异的原因，也许与医师因素、患者因素相关，也可能与癌症生物学行为相关
Sentence,s280,Examiners whose mean withdrawal time was 6 minutes or more had higher detection rates than those with mean withdrawal times of less than 6 minutes (28.3% vs 11.8%; P &lt; .001 for any neoplasia) and (6.4% vs 2.6%; P &lt; .005 for advanced neoplasia),平均撤镜时间为6分钟或6分钟以上的检查医师的检出率大于撤镜时间小于6分钟的医师（对任何瘤变的检出率分别为28.3%与11.8%；P<0.001；对高级别瘤变的检出率分别为6.4%与2.6%；P<0.005）
Sentence,s281,"In a colonoscopic study of 3,121 predominantly male U.S. veterans (mean age: 63 years), advanced neoplasia (defined as an adenoma that was ≥10.0 mm in diameter, a villous adenoma, an adenoma with high-grade dysplasia, or invasive cancer) was identified in 10.5% of the individuals","一项研究对3,121例美国退伍军人（男性为主，平均年龄63岁）进行结肠镜检查，其中10.5%的参与者被检出肿瘤（定义为直径≥10.0mm的腺瘤、绒毛状腺瘤、高级别不典型增生腺瘤或侵袭性癌症）"
